Education,Income,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Total_Expenses,Children,Age,Relationship Status,TotalAcceptedCmp,NumTotalPurchases,Customer_Day
Undergraduate,48726.0,90,138,3,38,4,0,59,3,3,2,4,6,0,0,0,0,0,0,0,242,1,66,Couple,0,9,588
Undergraduate,74985.0,8,587,51,898,247,0,86,1,3,6,7,2,0,0,0,0,0,0,0,1869,0,44,Couple,0,16,757
Undergraduate,67430.0,6,595,97,291,127,133,121,1,11,5,12,6,0,0,0,0,0,0,0,1364,0,34,Couple,0,28,941
Master,46891.0,91,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,0,183,1,56,Couple,0,7,696
Master,62058.0,52,301,7,74,10,0,58,4,6,1,7,6,0,0,0,0,0,0,0,450,1,65,Couple,0,14,559
Undergraduate,72063.0,3,180,32,348,76,32,90,2,5,2,12,2,0,0,0,0,0,0,0,758,1,42,Couple,0,19,639
PhD,78939.0,57,794,115,243,150,0,205,1,8,5,6,3,0,0,0,0,0,0,0,1507,0,70,Couple,0,19,359
Undergraduate,42720.0,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,0,1,654,2,56,Single,1,17,591
Undergraduate,33622.0,22,39,1,22,3,4,12,3,2,0,4,7,0,0,0,0,0,0,0,81,2,49,Couple,0,6,602
PhD,6835.0,76,107,2,12,2,2,12,0,0,0,1,20,0,0,0,0,0,0,0,137,1,64,Couple,0,1,846
Undergraduate,41452.0,86,13,0,3,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,16,2,68,Couple,0,3,551
PhD,40760.0,64,70,0,17,0,0,6,2,2,1,3,6,0,0,0,0,0,0,0,93,1,56,Single,0,6,463
PhD,74250.0,90,680,11,392,75,0,0,1,2,11,4,1,0,0,0,0,0,0,0,1158,0,63,Couple,0,17,314
Master,51124.0,79,26,1,11,0,1,4,2,1,0,3,3,0,0,0,0,0,0,0,43,2,66,Single,0,4,353
Undergraduate,72258.0,28,522,0,522,227,120,134,2,6,9,5,2,0,0,0,0,0,0,0,1525,1,50,Single,0,20,362
PhD,71466.0,86,412,12,546,78,182,0,1,4,4,10,1,0,0,0,0,0,0,0,1230,0,47,Single,0,18,216
Undergraduate,36283.0,42,6,5,5,8,0,5,2,1,0,3,4,0,0,0,0,0,0,0,29,2,45,Couple,0,4,236
Undergraduate,20587.0,39,2,3,6,4,1,9,1,1,1,2,7,0,0,0,0,0,0,0,25,1,51,Single,0,4,31
Undergraduate,30467.0,8,1,3,8,2,5,5,1,1,0,2,7,0,0,0,0,0,0,0,24,1,49,Couple,0,3,262
Undergraduate,31590.0,40,6,2,15,6,6,3,1,1,0,3,8,0,0,0,0,0,0,0,38,1,49,Couple,0,4,536
Highschool,20425.0,5,4,12,5,3,16,17,2,2,0,3,7,0,0,0,0,0,0,0,57,1,35,Couple,0,5,768
Master,17144.0,96,18,2,19,0,2,6,5,3,0,4,7,0,0,0,0,0,0,0,47,2,61,Couple,0,7,294
PhD,42564.0,28,324,48,186,39,18,198,6,6,8,4,7,1,0,0,0,0,0,1,813,1,53,Single,2,18,673
Master,43783.0,22,327,9,125,25,4,139,6,7,1,8,7,1,0,0,0,0,0,0,629,1,43,Couple,1,16,191
Undergraduate,40780.0,30,229,27,71,13,3,34,4,7,1,5,9,0,0,0,0,0,0,0,377,1,45,Single,0,13,849
Master,62847.0,45,521,168,706,80,76,61,1,3,6,4,2,0,0,0,0,0,0,0,1612,0,76,Couple,0,13,690
PhD,82017.0,58,184,23,446,30,23,23,1,5,4,7,2,0,1,1,1,0,0,1,729,0,64,Couple,4,16,878
Undergraduate,16813.0,49,4,8,11,12,2,13,1,2,0,3,7,1,0,0,0,0,0,0,50,0,71,Single,1,5,505
Undergraduate,51267.0,37,183,2,64,7,2,12,4,3,3,5,4,0,0,0,0,0,0,0,270,2,43,Couple,0,11,403
Undergraduate,46524.0,70,31,19,35,26,14,52,2,1,1,5,3,0,0,0,0,0,0,0,177,1,60,Single,0,7,581
Master,45183.0,33,219,3,60,12,9,12,1,4,1,7,7,0,1,0,0,0,0,0,315,0,59,Single,1,12,685
PhD,70421.0,98,479,28,136,75,14,35,3,10,3,7,6,0,0,0,0,0,0,0,767,1,67,Couple,0,20,161
Master,60161.0,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,1071,1,56,Single,0,23,774
Undergraduate,73926.0,54,627,91,597,159,91,15,1,6,5,12,3,0,0,0,0,0,0,0,1580,0,48,Couple,0,23,671
Undergraduate,19329.0,39,24,1,16,12,2,5,3,4,0,3,8,0,0,0,0,0,0,0,60,1,53,Couple,0,7,357
Master,61872.0,81,330,5,159,36,27,16,4,4,4,9,4,0,0,0,0,0,0,0,573,1,51,Couple,0,17,358
Undergraduate,46984.0,71,19,1,10,2,1,8,1,1,0,3,5,0,0,0,0,0,0,0,41,2,65,Single,0,4,620
Undergraduate,34838.0,62,28,23,29,29,14,47,3,2,1,4,6,0,0,0,0,0,0,0,170,2,70,Couple,0,7,686
PhD,82716.0,8,606,148,228,15,148,22,1,6,8,13,2,0,0,0,0,0,0,0,1167,0,77,Single,0,27,574
Undergraduate,48192.0,76,1039,43,204,153,58,29,3,2,8,12,8,0,1,0,1,1,0,1,1526,0,63,Couple,4,22,550
Master,49681.0,66,411,0,26,0,0,21,6,7,1,7,7,0,0,0,0,0,0,0,458,2,45,Couple,0,15,604
Master,56850.0,83,34,1,19,2,7,0,1,1,1,3,2,0,0,0,0,0,0,0,63,1,50,Couple,0,5,258
Undergraduate,55267.0,28,161,28,136,32,3,45,4,3,4,6,3,0,0,0,0,0,0,0,405,1,64,Couple,0,13,411
Undergraduate,59666.0,87,623,53,178,23,17,133,7,3,2,8,8,0,1,0,0,0,0,0,1027,2,49,Couple,1,13,624
Undergraduate,72504.0,43,604,26,470,123,161,94,2,5,9,6,2,0,0,0,0,0,0,0,1478,1,49,Single,0,20,550
Undergraduate,26872.0,0,3,10,8,3,16,32,1,1,1,2,6,0,0,0,0,0,0,0,72,0,40,Couple,0,4,416
Undergraduate,21359.0,1,12,2,17,6,1,10,2,2,0,3,8,0,0,0,0,0,0,1,48,1,49,Single,1,5,595
Undergraduate,73170.0,1,184,174,256,50,30,32,1,5,4,6,2,0,0,0,0,0,0,0,726,0,46,Single,0,15,189
Master,52750.0,72,393,0,239,90,69,69,6,5,7,9,4,0,0,0,0,0,0,0,860,1,66,Couple,0,21,613
PhD,91820.0,72,410,73,747,76,161,30,0,5,5,12,1,0,0,0,0,0,0,0,1497,0,35,Couple,0,22,378
PhD,65968.0,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,495,1,51,Couple,0,16,1
Undergraduate,30772.0,89,7,2,4,2,1,4,1,1,0,2,6,0,0,0,0,0,0,0,20,2,45,Couple,0,3,3
Undergraduate,22507.0,67,68,0,226,51,157,68,3,10,2,4,9,0,0,0,0,0,0,0,570,0,67,Single,0,16,742
Undergraduate,65685.0,54,642,14,49,0,7,57,1,9,2,9,5,0,0,0,0,0,0,0,769,1,49,Couple,0,20,252
Master,25804.0,34,8,7,9,13,6,12,2,2,0,3,8,0,0,0,0,0,0,0,55,1,43,Couple,0,5,696
PhD,76412.0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,0,1,1808,0,41,Single,3,17,580
Undergraduate,22063.0,43,7,10,13,3,11,11,2,2,0,3,7,0,0,0,0,0,0,0,55,1,49,Couple,0,5,485
Undergraduate,57091.0,0,464,5,64,7,0,37,1,7,3,7,5,0,0,0,0,1,0,1,577,0,60,Single,2,17,174
Undergraduate,22419.0,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,162,0,58,Couple,0,7,597
Undergraduate,87771.0,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,1957,1,62,Couple,5,19,563
Master,78353.0,51,752,122,476,39,153,34,1,10,2,11,8,0,0,0,0,0,0,0,1576,1,62,Single,0,23,599
Undergraduate,93404.0,97,1279,15,287,20,0,15,3,3,4,7,5,0,1,1,0,0,0,0,1616,3,67,Couple,2,14,519
Undergraduate,37859.0,75,22,1,8,2,1,2,2,1,0,3,8,0,0,0,0,0,0,0,36,3,59,Single,0,4,370
PhD,80995.0,83,860,28,409,73,56,56,1,8,9,4,4,0,0,0,0,0,0,0,1482,1,63,Single,0,21,396
Undergraduate,16529.0,23,3,0,5,13,0,1,1,1,0,3,6,0,0,0,0,0,0,0,22,1,37,Couple,0,4,337
PhD,55412.0,65,10,5,28,11,1,8,1,2,0,3,5,0,0,0,0,0,0,0,63,2,45,Single,0,5,379
Undergraduate,48789.0,94,351,16,156,7,5,145,1,6,4,7,6,0,0,0,0,0,0,0,680,0,29,Single,0,17,788
PhD,56575.0,42,421,5,90,0,16,10,3,7,3,7,5,0,0,0,0,0,0,0,542,2,54,Couple,0,17,580
Master,25130.0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,50,1,41,Couple,0,5,664
Undergraduate,35441.0,94,25,1,9,2,1,1,2,1,0,3,8,0,0,0,0,0,0,0,39,2,54,Couple,0,4,660
Undergraduate,71391.0,50,336,123,274,46,123,141,5,6,5,12,3,0,0,0,0,0,0,0,1043,1,65,Couple,0,23,617
Master,49494.0,46,191,9,97,0,6,82,2,6,1,5,7,0,0,0,0,0,0,0,385,1,49,Single,0,12,590
Undergraduate,81702.0,98,563,50,774,28,31,187,1,7,7,12,3,0,0,0,0,0,0,0,1633,0,41,Single,0,26,804
Master,45889.0,42,31,0,6,0,1,8,1,1,0,3,6,0,0,0,0,0,0,0,46,1,41,Single,0,4,667
Undergraduate,56628.0,30,479,5,82,7,17,171,2,7,6,5,5,1,0,0,0,0,0,0,761,1,44,Single,1,18,260
Undergraduate,34026.0,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,76,2,71,Couple,0,6,577
Undergraduate,40049.0,61,91,65,52,10,44,28,3,3,2,6,5,0,0,0,0,0,0,0,290,1,47,Couple,0,11,737
Undergraduate,34176.0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,89,1,33,Single,0,7,1
Undergraduate,19419.0,76,2,14,28,16,3,7,4,4,0,3,9,0,0,0,0,0,0,0,70,1,40,Couple,0,7,786
Master,82504.0,2,362,50,431,134,35,54,1,3,6,7,1,0,0,0,0,0,0,0,1066,0,61,Couple,0,16,497
Undergraduate,81205.0,43,724,74,929,97,55,130,1,5,6,7,2,1,0,1,0,1,0,1,2009,0,51,Couple,4,18,327
Master,61618.0,27,605,91,399,0,45,205,2,3,6,8,3,0,0,0,0,0,0,0,1345,0,30,Single,0,17,798
Master,55284.0,60,547,7,140,0,7,63,3,7,5,8,5,0,0,0,0,0,0,0,764,1,65,Single,0,20,712
Undergraduate,49980.0,79,104,1,54,13,9,14,2,3,1,5,5,0,0,0,0,0,0,0,195,1,58,Single,0,9,409
Undergraduate,15072.0,96,8,2,15,0,10,18,4,3,1,3,5,0,0,0,0,0,0,0,53,2,41,Couple,0,7,427
Undergraduate,49166.0,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,368,1,47,Single,0,11,541
PhD,65324.0,0,384,0,102,21,32,5,3,6,2,9,4,0,0,0,0,0,0,0,544,1,67,Couple,0,17,35
Master,82347.0,38,556,54,845,202,133,63,1,7,7,10,3,1,0,0,1,0,0,0,1853,0,64,Couple,2,24,908
PhD,30843.0,43,24,0,2,0,0,9,2,1,1,2,5,1,0,0,0,0,0,0,35,2,55,Couple,1,4,194
PhD,46374.0,1,408,0,21,0,0,17,3,7,1,7,8,0,1,0,1,0,0,1,446,1,47,Couple,3,15,264
Undergraduate,60474.0,25,265,199,303,234,9,170,7,10,2,12,7,0,0,0,0,0,0,0,1180,1,42,Single,0,24,701
Master,38576.0,2,34,0,7,0,0,0,1,1,0,3,7,0,0,0,0,0,0,0,41,1,48,Couple,0,4,247
Undergraduate,55357.0,66,374,64,116,84,25,64,3,6,2,11,5,0,0,0,0,0,0,0,727,2,36,Couple,0,19,655
Undergraduate,37758.0,49,27,2,10,0,0,1,2,1,0,3,8,0,0,0,0,0,0,0,40,2,55,Couple,0,4,970
Master,85710.0,5,600,20,350,29,30,33,1,6,9,10,2,0,0,1,0,0,0,0,1062,0,32,Couple,1,25,580
Undergraduate,23228.0,71,13,2,18,6,1,0,2,2,0,3,8,0,0,0,0,0,0,0,40,1,52,Couple,0,5,314
Master,44602.0,35,167,2,89,0,0,34,6,6,1,4,8,0,0,0,0,0,0,0,292,2,52,Couple,0,11,294
Undergraduate,7500.0,94,0,2,3,4,1,5,1,0,0,3,6,0,0,0,0,0,0,0,15,0,34,Couple,0,3,461
Master,38683.0,80,46,35,69,84,41,66,6,4,1,6,7,0,0,0,0,0,0,0,341,1,32,Couple,0,11,970
Master,49514.0,61,88,39,78,58,13,93,2,6,1,4,7,0,0,0,0,0,0,0,369,1,46,Single,0,11,354
PhD,57906.0,29,243,11,119,10,3,15,3,4,2,8,4,0,0,0,0,0,0,0,401,1,48,Couple,0,14,395
Master,43456.0,0,275,11,68,25,7,7,3,5,1,8,5,0,0,0,0,0,0,0,393,1,55,Single,0,14,620
Master,19485.0,80,6,0,4,0,0,0,1,1,0,2,7,0,0,0,0,0,0,0,10,2,35,Single,0,3,438
Undergraduate,53172.0,54,121,62,90,68,20,125,3,2,3,8,3,0,0,0,0,0,0,0,486,1,43,Couple,0,13,549
Undergraduate,30545.0,71,4,12,15,19,7,12,2,2,0,3,7,0,0,0,0,0,0,0,69,1,42,Couple,0,5,780
PhD,70123.0,27,1308,0,396,23,0,0,1,5,7,4,3,0,1,0,0,1,0,0,1727,0,38,Couple,2,16,434
Undergraduate,62450.0,61,515,47,267,62,66,38,2,5,5,4,3,0,1,0,0,0,0,0,995,1,62,Single,1,14,188
Undergraduate,21675.0,55,4,0,16,17,4,4,3,4,0,3,7,0,0,0,0,0,0,0,45,1,45,Couple,0,7,30
Master,42395.0,35,48,13,57,24,15,25,4,3,1,4,7,0,0,0,0,0,0,0,182,2,40,Single,0,8,246
Master,61346.0,34,562,58,168,43,16,142,1,5,7,10,3,0,0,0,0,0,0,0,989,1,43,Couple,0,22,544
Undergraduate,80812.0,95,769,22,500,210,143,33,1,4,8,5,2,1,0,1,1,0,0,0,1677,0,68,Couple,3,17,445
Master,42835.0,64,379,4,93,12,9,98,7,6,6,4,6,0,0,0,0,0,0,0,595,2,50,Single,0,16,524
Undergraduate,39922.0,30,29,12,59,19,1,36,2,3,0,4,8,0,0,0,0,0,0,0,156,1,38,Couple,0,7,660
Master,86424.0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,1226,0,65,Single,0,27,216
Master,17117.0,96,12,23,38,30,18,7,4,3,1,3,9,0,0,0,0,0,0,0,128,1,43,Couple,0,7,688
Undergraduate,24762.0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,0,1,86,1,49,Single,2,6,65
Undergraduate,35797.0,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,68,1,46,Couple,0,5,781
Undergraduate,36627.0,78,9,1,5,0,0,1,1,0,0,3,5,0,0,0,0,0,0,0,16,2,46,Single,0,3,501
Master,51111.0,83,22,0,19,6,5,3,2,2,0,3,6,0,0,0,0,0,0,0,55,2,40,Couple,0,5,170
PhD,86857.0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,2114,0,49,Single,1,21,727
PhD,82072.0,67,889,55,685,168,92,129,1,3,2,13,1,0,0,0,0,0,0,0,2018,0,51,Couple,0,18,667
PhD,46231.0,87,189,2,55,0,5,12,4,6,1,4,9,0,0,0,0,0,0,0,263,3,68,Single,0,11,740
Undergraduate,42243.0,34,48,0,2,0,0,5,2,2,0,3,7,0,0,0,0,0,0,0,55,2,62,Couple,0,5,389
Undergraduate,51195.0,46,230,14,156,82,24,58,8,9,2,5,8,0,0,0,0,0,0,0,564,2,59,Couple,0,16,701
Master,68092.0,7,852,60,207,78,36,48,2,2,6,10,5,0,0,0,0,0,0,0,1281,0,43,Single,0,18,355
Undergraduate,31814.0,73,35,3,20,4,1,20,2,2,0,3,9,1,0,0,0,0,0,0,83,1,48,Couple,1,5,460
Master,51390.0,54,205,20,47,23,2,56,6,5,2,5,5,0,0,0,0,0,0,0,353,2,56,Single,0,12,849
Undergraduate,76630.0,93,255,31,446,40,56,175,1,3,10,11,1,0,0,0,0,0,0,0,1003,0,38,Couple,0,24,326
Highschool,26868.0,52,0,0,1,8,3,2,1,1,0,2,7,0,0,0,0,0,0,0,14,1,30,Single,0,3,220
PhD,48948.0,53,437,8,206,160,49,42,2,7,10,5,6,1,0,0,0,0,0,1,902,0,78,Single,2,22,703
PhD,55260.0,81,825,8,53,11,0,242,2,8,10,5,6,0,0,0,0,0,0,0,1139,1,49,Single,0,23,724
Undergraduate,64090.0,8,316,58,161,76,51,135,1,6,9,4,5,0,0,0,0,0,0,1,797,1,65,Couple,1,19,516
Undergraduate,78331.0,97,756,138,354,160,169,61,2,10,6,7,4,0,0,0,0,0,0,0,1638,1,63,Single,0,23,317
PhD,37087.0,50,194,55,134,15,0,3,3,4,2,8,6,0,0,0,0,0,0,0,401,1,47,Couple,0,14,393
Undergraduate,21846.0,38,7,17,18,6,10,26,4,4,0,3,8,0,0,0,0,0,0,0,84,1,35,Single,0,7,410
Undergraduate,81320.0,61,183,33,493,59,103,57,1,4,3,10,2,0,0,0,0,0,0,0,928,0,63,Couple,0,17,552
Undergraduate,54137.0,46,171,0,11,0,1,20,2,4,1,4,6,0,0,0,0,0,0,0,203,1,51,Single,0,9,477
Undergraduate,66825.0,73,243,101,405,29,40,40,1,4,5,6,2,0,0,0,0,0,0,0,858,0,54,Couple,0,15,510
Undergraduate,57100.0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,409,0,48,Couple,0,12,603
Undergraduate,58917.0,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,282,3,52,Couple,0,11,622
Undergraduate,85072.0,94,494,92,391,194,11,241,1,3,4,10,0,0,0,0,0,0,0,0,1423,0,44,Single,0,17,93
Undergraduate,86429.0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,0,1,1449,0,60,Single,2,18,380
Undergraduate,45684.0,37,5,1,5,10,0,7,1,1,0,2,7,0,0,0,0,0,0,0,28,1,50,Single,0,3,662
Undergraduate,47889.0,94,29,0,29,0,5,4,1,2,0,3,5,0,0,0,0,0,0,0,67,1,47,Couple,0,5,249
PhD,45921.0,23,102,9,49,24,3,12,1,2,1,6,4,0,0,0,0,0,0,0,199,0,35,Couple,0,9,64
PhD,78420.0,75,604,28,674,91,28,28,1,3,10,8,1,0,0,0,0,0,0,0,1453,0,55,Single,0,21,525
Undergraduate,75114.0,40,571,12,523,63,60,24,1,3,10,5,2,0,0,0,0,0,0,0,1253,0,29,Couple,0,18,513
PhD,52278.0,24,953,0,71,0,0,174,6,10,5,10,8,0,0,0,0,0,0,1,1198,1,58,Single,1,25,680
Master,35641.0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,0,1,178,1,49,Couple,1,8,510
Undergraduate,95529.0,29,770,29,890,250,27,24,1,7,3,7,3,0,0,1,0,0,0,1,1990,0,27,Single,2,17,999
Undergraduate,62820.0,51,398,61,265,138,61,53,1,3,4,6,1,0,0,0,0,0,0,0,976,0,67,Couple,0,13,396
Master,73113.0,86,741,19,154,50,9,28,1,3,4,7,2,0,0,0,0,0,0,0,1001,0,61,Couple,0,14,345
PhD,84169.0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,1919,0,39,Couple,3,19,516
Master,42607.0,30,156,29,56,30,32,47,2,3,2,7,3,0,0,0,0,0,0,0,350,1,67,Single,0,12,384
PhD,74637.0,73,960,64,464,146,0,16,1,6,9,9,3,0,0,0,1,0,0,0,1650,0,67,Single,1,24,567
PhD,46015.0,25,38,0,2,0,0,6,1,1,0,3,7,1,0,0,0,1,0,0,46,2,66,Couple,2,4,237
Undergraduate,72354.0,67,315,26,473,220,12,182,1,2,10,6,1,0,0,0,0,0,0,0,1228,0,28,Single,0,18,598
Master,39858.0,67,15,20,25,2,7,26,1,2,0,4,6,0,0,0,0,0,0,1,95,1,52,Single,1,6,681
PhD,34469.0,58,19,6,20,0,5,12,3,1,1,4,4,0,0,0,0,0,0,0,62,2,73,Couple,0,6,245
Undergraduate,83033.0,82,812,99,431,237,149,33,1,11,4,10,5,0,0,0,1,0,0,0,1761,1,35,Couple,1,25,202
Master,24401.0,98,73,28,217,10,24,115,3,6,1,6,8,0,0,0,0,0,0,0,467,0,42,Couple,0,13,827
Undergraduate,77583.0,93,372,23,384,250,12,108,1,4,5,9,2,0,0,0,1,0,0,0,1149,0,43,Couple,1,18,65
Master,74116.0,53,871,111,704,145,55,166,1,4,4,10,2,0,1,0,0,0,0,0,2052,0,39,Single,1,18,341
Undergraduate,74293.0,66,375,152,335,93,91,81,1,5,4,6,2,0,0,0,0,0,0,0,1127,0,28,Single,0,15,245
PhD,68397.0,6,760,80,466,17,13,80,1,6,9,5,3,0,0,0,0,0,0,0,1416,1,45,Couple,0,20,384
PhD,79632.0,42,471,0,510,99,21,12,1,6,4,9,2,0,0,0,0,0,0,0,1113,0,47,Couple,0,19,124
Undergraduate,46107.0,78,31,9,27,16,9,33,1,1,1,4,3,0,0,0,0,0,0,0,125,1,32,Single,0,6,65
PhD,64950.0,29,819,0,72,12,0,63,2,11,2,10,7,0,1,0,0,0,0,0,966,1,70,Single,1,23,728
Highschool,25443.0,82,1,4,3,8,9,7,1,1,0,3,8,0,0,0,0,0,0,0,32,1,32,Couple,0,4,714
Undergraduate,75127.0,92,203,35,305,46,17,227,1,2,11,5,1,0,0,0,0,0,0,0,833,0,69,Single,0,18,198
PhD,32892.0,78,26,0,15,2,1,2,2,3,0,3,8,0,0,0,0,0,0,0,46,1,50,Couple,0,6,195
Undergraduate,71796.0,54,354,21,311,167,75,32,1,9,3,4,4,0,0,0,0,0,0,0,960,0,50,Couple,0,16,408
PhD,67536.0,45,1253,0,447,23,71,35,3,11,5,11,8,0,0,0,1,0,0,0,1829,1,51,Couple,1,27,563
Undergraduate,55239.0,59,371,17,238,23,24,106,3,7,5,11,5,0,0,0,0,0,0,0,779,1,50,Single,0,23,510
PhD,60554.0,8,588,7,76,110,15,15,2,8,4,9,6,0,0,0,0,0,0,0,811,1,46,Single,0,21,454
Master,64831.0,51,480,86,249,75,86,144,8,6,3,5,6,0,0,0,0,0,0,0,1120,2,69,Single,0,14,426
PhD,56067.0,51,517,12,54,16,6,120,2,7,4,7,5,0,0,0,0,0,0,0,725,1,59,Couple,0,18,504
Undergraduate,82025.0,76,267,98,606,48,70,98,1,3,2,6,1,0,0,1,0,0,0,1,1187,0,38,Single,2,11,557
Undergraduate,94384.0,62,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,0,1,2302,0,68,Couple,4,18,612
Highschool,14906.0,86,7,7,14,7,16,15,3,2,1,3,7,0,0,0,0,0,0,0,66,0,35,Single,0,6,714
PhD,51563.0,60,1166,0,48,0,0,36,1,4,4,10,8,0,1,1,0,0,0,0,1250,0,34,Couple,2,18,1061
Master,57937.0,56,261,42,144,55,48,133,3,4,4,9,3,0,0,0,0,0,0,0,683,1,39,Couple,0,17,293
Undergraduate,68274.0,83,135,25,51,23,25,46,2,4,2,5,3,0,0,0,0,0,0,0,305,2,42,Single,0,11,432
Undergraduate,39771.0,92,6,2,18,2,8,14,1,2,0,3,4,0,0,0,0,0,0,0,50,1,44,Couple,0,5,542
Master,67893.0,31,711,28,142,49,18,47,2,3,2,9,8,0,0,0,0,0,0,0,995,1,46,Single,0,14,1061
PhD,27922.0,80,11,0,13,2,4,11,1,2,0,3,4,0,0,0,0,0,0,0,41,1,42,Couple,0,5,62
PhD,52190.0,39,42,0,17,0,0,18,3,2,1,3,5,1,0,0,0,0,0,0,77,2,45,Couple,1,6,123
Master,44051.0,20,79,7,58,6,3,18,4,3,1,4,6,0,0,0,0,0,0,1,171,2,48,Single,1,8,676
PhD,42767.0,53,20,6,43,19,5,38,1,3,1,2,8,0,0,0,0,0,0,0,131,2,50,Single,0,6,396
Master,46106.0,84,30,0,8,2,0,14,1,1,1,2,6,0,0,0,0,0,0,0,54,2,45,Couple,0,4,31
PhD,16927.0,50,20,2,23,3,1,4,5,3,0,4,8,0,0,0,0,0,0,0,53,2,45,Couple,0,7,430
Undergraduate,59754.0,96,115,27,44,4,146,139,3,5,2,6,5,0,0,0,0,0,0,1,475,1,56,Couple,1,13,1059
Undergraduate,53700.0,94,263,5,233,69,41,83,4,5,5,8,5,0,0,0,0,0,0,0,694,1,69,Single,0,18,841
Undergraduate,59041.0,25,69,2,15,2,2,6,2,2,0,4,5,0,0,0,0,0,0,0,96,2,48,Couple,0,6,154
PhD,54237.0,48,267,3,30,4,0,57,4,5,2,5,6,0,0,0,0,0,0,0,361,1,64,Single,0,12,588
Undergraduate,70647.0,65,561,85,171,25,123,114,2,4,7,13,2,0,0,0,0,0,0,0,1079,1,54,Single,0,24,806
PhD,52597.0,69,492,0,37,7,0,42,3,6,3,8,5,0,0,0,0,0,0,0,578,1,59,Single,0,17,154
Master,41021.0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,0,1,64,1,52,Couple,1,5,706
PhD,40233.0,84,80,4,46,0,17,2,5,2,1,5,6,0,0,0,0,0,0,0,149,1,46,Couple,0,8,418
Undergraduate,50183.0,47,97,12,84,13,10,15,7,3,1,6,5,0,0,0,0,0,0,0,231,2,41,Couple,0,10,164
Undergraduate,54753.0,87,197,107,227,7,59,131,3,5,2,11,4,0,0,0,0,0,0,0,728,1,62,Couple,0,18,362
Undergraduate,92955.0,35,693,21,925,31,24,84,1,6,7,9,2,0,0,1,1,0,0,1,1778,0,48,Couple,3,22,474
Undergraduate,33471.0,47,43,2,27,0,9,12,3,3,0,4,7,0,0,0,0,0,0,0,93,1,48,Couple,0,7,726
PhD,34596.0,48,14,0,2,0,0,7,1,1,0,2,8,0,0,0,0,0,0,1,23,1,47,Couple,1,3,602
Undergraduate,44010.0,46,186,36,234,86,72,48,6,10,2,6,9,0,0,0,0,0,0,0,662,1,41,Couple,0,18,784
Undergraduate,84219.0,27,434,137,400,45,137,45,1,3,4,10,1,0,0,0,0,0,0,0,1198,0,33,Couple,0,17,307
PhD,40706.0,37,59,0,11,4,2,5,4,3,0,4,7,0,0,0,0,0,0,0,81,3,53,Couple,0,7,688
Master,15716.0,8,16,5,30,8,7,26,3,3,0,4,8,0,0,0,0,0,1,0,92,1,33,Couple,0,7,725
Master,59052.0,29,230,35,75,63,57,31,3,7,1,7,5,0,0,0,0,0,0,0,491,1,62,Single,0,15,384
Master,80573.0,85,829,138,430,60,92,15,1,4,6,13,2,0,0,0,0,0,0,0,1564,0,50,Couple,0,23,783
Undergraduate,83715.0,2,318,8,407,150,35,8,1,2,8,13,0,0,0,0,0,0,0,0,926,0,59,Couple,0,23,279
Master,82576.0,66,1206,55,445,168,18,18,1,2,4,12,1,0,0,1,0,0,0,0,1910,0,62,Couple,1,18,1063
Master,56962.0,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,411,3,56,Couple,0,14,391
Undergraduate,35704.0,54,30,9,12,2,11,30,3,2,0,4,4,0,0,0,0,0,0,0,94,2,69,Couple,0,6,280
